"initial_list_status","purpose","int_rate","installment","annual_inc","dti","verification_status","grade","revol_bal","inq_last_12m","delinq_2yrs","home_ownership","not_paid","log_inc","verified","grdCtoA"
"w","credit_card",7.97,563.81,85000,15.22,"Not Verified","A",5527,0,2,"MORTGAGE",0,11.3504065354725,0,1
"w","home_improvement",23.88,459.18,50000,29.52,"Verified","E",8585,4,1,"MORTGAGE",1,10.8197782844103,1,0
"f","debt_consolidation",15.05,520.35,112000,16.99,"Not Verified","C",12255,5,0,"MORTGAGE",1,11.6262541502772,0,0
"f","credit_card",12.62,375.33,68000,38.83,"Not Verified","C",17628,0,0,"MORTGAGE",1,11.1272629841582,0,0
"w","debt_consolidation",16.02,351.67,84000,17.07,"Verified","C",9931,8,0,"MORTGAGE",0,11.3385720778255,1,0
"w","credit_card",14.08,372.96,45000,34.01,"Not Verified","C",13807,4,0,"MORTGAGE",0,10.7144177687525,0,0
"w","credit_card",13.59,368.9,45000,22.56,"Source Verified","C",11046,0,0,"MORTGAGE",0,10.7144177687525,1,0
"w","debt_consolidation",10.42,450.55,82000,22.27,"Verified","B",5777,0,0,"MORTGAGE",0,11.3144745262464,1,1
"w","debt_consolidation",20,264.94,31729,15.47,"Source Verified","D",4221,1,0,"OWN",1,10.3649863681651,1,0
"w","debt_consolidation",10.42,194.79,60000,26.24,"Not Verified","B",6546,10,0,"OWN",0,11.0020998412042,0,1
"f","credit_card",12.62,335.12,77000,13.86,"Not Verified","C",15743,1,0,"RENT",0,11.2515607008358,0,0
"w","debt_consolidation",23.88,587.55,12000,69.9,"Source Verified","E",7154,1,0,"RENT",1,9.39266192877014,1,0
"w","credit_card",7.07,340.01,74000,22.28,"Verified","A",7437,0,0,"OWN",0,11.2118203721863,1,1
"w","debt_consolidation",16.02,140.67,44000,26.6,"Not Verified","C",5217,3,1,"MORTGAGE",1,10.6919449129004,0,0
"f","credit_card",13.59,570.85,14500,72.1,"Verified","C",26585,0,0,"MORTGAGE",1,9.58190392840867,1,0
"w","debt_consolidation",12.62,563.98,48000,17.65,"Not Verified","C",2218,3,1,"MORTGAGE",1,10.77895628989,0,0
"w","credit_card",12.62,563.98,65000,17.21,"Source Verified","C",6840,2,0,"MORTGAGE",0,11.0821425488778,1,0
"w","credit_card",10.42,257.46,85000,9.09,"Verified","B",840,7,0,"MORTGAGE",0,11.3504065354725,1,1
"w","credit_card",7.35,173.04,68000,9.8,"Verified","A",5001,1,0,"RENT",0,11.1272629841582,1,1
"w","debt_consolidation",12.62,268.09,90000,23.68,"Source Verified","C",15651,6,0,"RENT",0,11.4075649493124,1,0
"w","debt_consolidation",9.93,636.38,104000,10.42,"Verified","B",14208,0,0,"RENT",0,11.5521461781235,1,1
"f","debt_consolidation",17.09,535.47,74000,34.73,"Verified","D",15351,3,0,"OWN",1,11.2118203721863,1,0
"f","debt_consolidation",13.59,1019.37,69200,13.37,"Source Verified","C",21107,5,0,"MORTGAGE",1,11.1447561416058,1,0
"w","credit_card",7.21,92.92,95000,11.52,"Not Verified","A",2990,0,0,"MORTGAGE",0,11.4616321705827,0,1
"w","debt_consolidation",18.06,762.79,85000,8.44,"Verified","D",10858,1,0,"MORTGAGE",1,11.3504065354725,1,0
"w","debt_consolidation",15.05,500.14,182000,8.43,"Source Verified","C",17156,1,0,"RENT",0,12.1117619660589,1,0
"w","debt_consolidation",14.08,815.85,322192,15.9,"Source Verified","C",2682,2,0,"RENT",0,12.6829029201182,1,0
"w","home_improvement",25.82,298.34,60000,25.98,"Verified","E",1329,4,0,"MORTGAGE",0,11.0020998412042,1,0
"f","credit_card",13.59,489.3,40000,27.42,"Not Verified","C",13251,3,0,"RENT",1,10.5966347330961,0,0
"w","debt_consolidation",9.93,212.13,175000,12.78,"Not Verified","B",27936,4,0,"MORTGAGE",0,12.0725412529057,0,1
"w","debt_consolidation",25.82,835.36,57000,22.06,"Verified","E",3263,1,0,"RENT",0,10.9508065468167,1,0
"w","debt_consolidation",14.08,233.1,84000,25.3,"Not Verified","C",9409,3,0,"MORTGAGE",0,11.3385720778255,0,0
"w","credit_card",19.03,726.8,105000,16.14,"Source Verified","D",26652,0,0,"MORTGAGE",1,11.5617156291397,1,0
"w","debt_consolidation",16.02,535.24,52000,32.63,"Not Verified","C",13622,0,0,"RENT",1,10.8589989975636,0,0
"w","small_business",15.05,624.42,45000,17.63,"Verified","C",2027,5,0,"RENT",1,10.7144177687525,1,0
"w","debt_consolidation",14.08,932.39,120000,16.73,"Verified","C",17446,1,0,"MORTGAGE",1,11.6952470217642,1,0
"w","home_improvement",6.08,304.59,42000,30.84,"Source Verified","A",9448,0,0,"MORTGAGE",0,10.6454248972655,1,1
"w","debt_consolidation",14.08,855.42,68000,20.16,"Not Verified","C",18232,2,0,"MORTGAGE",0,11.1272629841582,0,0
"f","debt_consolidation",15.05,867.25,98000,15.75,"Not Verified","C",20463,3,0,"MORTGAGE",0,11.4927227576527,0,0
"w","debt_consolidation",7.35,558.68,54000,13.47,"Source Verified","A",21590,1,0,"MORTGAGE",1,10.8967393255464,1,1
"w","debt_consolidation",24.85,438.96,92000,26.01,"Source Verified","E",60008,1,0,"MORTGAGE",0,11.4295438560312,1,0
"w","debt_consolidation",10.42,858.18,180000,5.83,"Source Verified","B",9458,6,0,"MORTGAGE",0,12.1007121298723,1,1
"w","debt_consolidation",26.3,903.55,67000,25.06,"Not Verified","E",17026,4,0,"MORTGAGE",1,11.1124478983731,0,0
"f","debt_consolidation",13.59,951.41,100666,17.7,"Source Verified","C",10170,4,0,"MORTGAGE",0,11.5195633851504,1,0
"w","home_improvement",10.42,136.36,42000,20.69,"Verified","B",1252,5,0,"OWN",1,10.6454248972655,1,1
"w","home_improvement",17.09,498.02,60000,32.12,"Not Verified","D",4958,0,4,"OWN",1,11.0020998412042,0,0
"f","debt_consolidation",18.06,868.39,120000,27.9,"Not Verified","D",24773,0,0,"RENT",0,11.6952470217642,0,0
"w","debt_consolidation",5.32,451.73,63000,21.48,"Source Verified","A",17365,0,0,"MORTGAGE",0,11.0508900053737,1,1
"w","debt_consolidation",22.91,678.85,120000,13.45,"Verified","E",6887,3,0,"OWN",0,11.6952470217642,1,0
"w","debt_consolidation",16.02,281.34,120000,16.38,"Source Verified","C",31728,1,1,"MORTGAGE",1,11.6952470217642,1,0
"w","credit_card",19.03,183.36,62000,4.12,"Not Verified","D",7493,1,0,"RENT",0,11.0348896640272,0,0
"w","credit_card",7.07,710.91,100000,12.47,"Source Verified","A",43822,1,0,"MORTGAGE",0,11.5129254649702,1,1
"w","debt_consolidation",21.45,113.72,38824,12.38,"Verified","D",2564,1,1,"MORTGAGE",0,10.5667938910851,1,0
"w","credit_card",16.02,973.15,85000,10.81,"Verified","C",32918,2,0,"MORTGAGE",0,11.3504065354725,1,0
"f","debt_consolidation",24.85,158.73,64000,16.58,"Source Verified","E",3487,3,1,"MORTGAGE",1,11.0666383623418,1,0
"w","credit_card",7.97,125.3,50000,9.22,"Not Verified","A",16846,2,0,"MORTGAGE",0,10.8197782844103,0,1
"w","debt_consolidation",28.72,947.15,94500,14.6,"Source Verified","F",15313,0,0,"RENT",0,11.4563551134818,1,0
"w","debt_consolidation",16.02,510.91,56000,15.37,"Verified","C",7687,0,1,"MORTGAGE",1,10.9331069697173,1,0
"w","credit_card",5.32,1084.14,750000,6.06,"Verified","A",10084,14,0,"MORTGAGE",0,13.5278284855125,1,1
"w","debt_consolidation",14.08,492.72,73000,16.54,"Source Verified","C",9139,2,0,"RENT",1,11.1982147201305,1,0
"w","credit_card",15.05,381.06,215000,12.42,"Source Verified","C",14766,3,2,"MORTGAGE",1,12.2783933071098,1,0
"w","debt_consolidation",20,529.88,43000,23.78,"Verified","D",13084,4,0,"RENT",1,10.6689553946757,1,0
"w","debt_consolidation",9.93,206.3,60000,15.66,"Source Verified","B",3060,2,0,"RENT",0,11.0020998412042,1,1
"f","credit_card",18.06,173.68,32240,11.59,"Not Verified","D",6000,3,0,"RENT",0,10.3809631966206,0,0
"w","debt_consolidation",13.59,271.84,50000,11.23,"Not Verified","C",6381,0,0,"RENT",0,10.8197782844103,0,0
"w","debt_consolidation",30.79,155.46,24960,18.94,"Not Verified","G",3278,1,1,"RENT",0,10.1250298224834,0,0
"f","debt_consolidation",30.84,1501.96,160000,13.99,"Source Verified","G",19317,8,1,"MORTGAGE",1,11.982929094216,1,0
"w","credit_card",11.99,332.1,50000,12.48,"Source Verified","B",5950,0,0,"MORTGAGE",1,10.8197782844103,1,1
"f","debt_consolidation",16.02,738.51,140000,13.82,"Source Verified","C",13550,0,0,"RENT",1,11.8493977015914,1,0
"w","debt_consolidation",30.75,909.82,73000,9.34,"Not Verified","F",18047,5,0,"MORTGAGE",1,11.1982147201305,0,0
"w","debt_consolidation",11.99,398.52,55000,15.99,"Source Verified","B",754,1,1,"RENT",0,10.9150884642146,1,1
"f","credit_card",10.42,259.72,81000,19.79,"Not Verified","B",11865,2,0,"RENT",0,11.3022044336546,0,1
"w","debt_consolidation",20,599.43,59424,11.13,"Verified","D",5195,4,0,"MORTGAGE",1,10.9924534641524,1,0
"w","credit_card",9.93,212.75,46800,12.38,"Verified","B",6530,0,0,"RENT",0,10.7536384819057,1,1
"w","credit_card",11.99,265.68,40000,13.86,"Source Verified","B",5102,0,0,"RENT",0,10.5966347330961,1,1
"w","credit_card",9.44,448.07,65000,8.03,"Source Verified","B",14283,1,0,"RENT",0,11.0821425488778,1,1
"f","debt_consolidation",26.3,809.02,34800,26.41,"Verified","E",4053,3,0,"OWN",0,10.4573726657626,1,0
"w","home_improvement",11.99,344.72,75000,4.53,"Verified","B",2124,8,0,"MORTGAGE",1,11.2252433925184,1,1
"w","debt_consolidation",6.08,1218.33,69400,12.52,"Not Verified","A",10413,2,1,"MORTGAGE",1,11.1476421464949,0,1
"w","debt_consolidation",16.02,175.84,120000,20.19,"Not Verified","C",11194,1,1,"MORTGAGE",0,11.6952470217642,0,0
"w","debt_consolidation",15.05,693.8,70000,26.35,"Source Verified","C",20903,0,0,"RENT",1,11.1562505210315,1,0
"w","major_purchase",10.91,490.45,100000,9.98,"Not Verified","B",12177,4,0,"MORTGAGE",0,11.5129254649702,0,1
"w","debt_consolidation",13.59,815.5,82000,18.34,"Source Verified","C",15757,17,0,"OWN",0,11.3144745262464,1,0
"w","home_improvement",12.62,902.37,57000,4.48,"Verified","C",6471,3,1,"MORTGAGE",0,10.9508065468167,1,0
"w","debt_consolidation",9.93,225.65,80000,10.39,"Not Verified","B",3676,4,0,"RENT",1,11.289781913656,0,1
"w","home_improvement",19.03,183.36,82000,32.04,"Source Verified","D",25271,2,2,"MORTGAGE",1,11.3144745262464,1,0
"w","credit_card",21.45,546.15,70000,11.71,"Source Verified","D",37992,1,0,"RENT",1,11.1562505210315,1,0
"w","debt_consolidation",12.62,721.89,199000,10.47,"Source Verified","C",15945,8,1,"OWN",1,12.2010601037066,1,0
"w","credit_card",10.91,238.68,70000,17.32,"Verified","B",34649,1,1,"RENT",1,11.1562505210315,1,1
"w","debt_consolidation",25.82,298.34,65000,26.45,"Source Verified","E",2993,3,0,"MORTGAGE",0,11.0821425488778,1,0
"w","debt_consolidation",17.09,871.54,80500,29.34,"Source Verified","D",13218,1,0,"MORTGAGE",0,11.2960124634067,1,0
"w","home_improvement",18.06,1017.05,56000,17.21,"Verified","D",8770,0,1,"RENT",1,10.9331069697173,1,0
"w","debt_consolidation",13.59,95.15,51000,11.55,"Not Verified","C",2071,1,0,"MORTGAGE",0,10.8395809117065,0,0
"w","home_improvement",16.02,437.92,85000,4.14,"Source Verified","C",0,5,0,"MORTGAGE",0,11.3504065354725,1,0
"w","debt_consolidation",30.79,643.68,125000,29.56,"Source Verified","G",23815,0,1,"MORTGAGE",0,11.7360690162844,1,0
"w","debt_consolidation",12.62,496.3,90000,16.35,"Verified","C",11457,2,0,"RENT",0,11.4075649493124,1,0
"w","home_improvement",11.99,265.68,90000,8.01,"Not Verified","B",5706,2,0,"OWN",0,11.4075649493124,0,1
"w","debt_consolidation",23.88,573.97,40000,30.74,"Verified","E",21572,2,0,"MORTGAGE",1,10.5966347330961,1,0
"w","home_improvement",12.62,789.57,90000,8.85,"Source Verified","C",6789,2,0,"MORTGAGE",0,11.4075649493124,1,0
"f","debt_consolidation",16.02,729.87,98000,16.21,"Not Verified","C",3751,5,0,"OWN",0,11.4927227576527,0,0
"w","debt_consolidation",9.44,320.05,110000,16.82,"Source Verified","B",26675,4,0,"MORTGAGE",1,11.6082356447746,1,1
"w","debt_consolidation",7.35,248.3,38000,30.13,"Source Verified","A",2008,1,0,"RENT",0,10.5453414387085,1,1
"w","credit_card",15.05,485.66,62000,23.47,"Source Verified","C",32822,2,0,"MORTGAGE",0,11.0348896640272,1,0
"w","credit_card",7.21,346.9,79600,10.24,"Not Verified","A",5772,1,0,"MORTGAGE",0,11.2847693718325,0,1
"w","debt_consolidation",7.35,124.15,31000,11.69,"Source Verified","A",1041,1,0,"OWN",0,10.3417424834673,1,1
"w","debt_consolidation",7.97,626.46,47000,9.01,"Verified","A",1278,0,0,"OWN",1,10.7579028806922,1,1
"w","debt_consolidation",19.03,792.1,60000,17.86,"Source Verified","D",8021,0,1,"RENT",1,11.0020998412042,1,0
"w","debt_consolidation",15.05,346.9,60000,22.26,"Not Verified","C",8109,0,0,"MORTGAGE",1,11.0020998412042,0,0
"w","credit_card",7.35,74.49,58000,13.01,"Not Verified","A",1918,2,0,"MORTGAGE",0,10.9681982895286,0,1
"w","debt_consolidation",17.09,178.49,120000,18.31,"Verified","D",18179,4,0,"MORTGAGE",1,11.6952470217642,1,0
"w","debt_consolidation",20,847.81,80000,16.61,"Verified","D",9536,3,1,"MORTGAGE",1,11.289781913656,1,0
"w","major_purchase",16.02,105.51,26000,28.44,"Verified","C",7564,5,0,"RENT",1,10.1658518170036,1,0
"f","credit_card",9.44,320.05,85000,22.15,"Not Verified","B",10413,3,0,"RENT",0,11.3504065354725,0,1
"w","major_purchase",7.35,248.3,78000,23.52,"Not Verified","A",33202,4,0,"RENT",0,11.2644641056717,0,1
"w","debt_consolidation",7.97,494.12,52000,38.59,"Source Verified","A",7640,0,0,"RENT",1,10.8589989975636,1,1
"w","debt_consolidation",9.93,232.09,82000,18.44,"Not Verified","B",11256,2,0,"MORTGAGE",0,11.3144745262464,0,1
"w","home_improvement",11.99,182.66,56000,22.27,"Verified","B",9475,0,0,"MORTGAGE",1,10.9331069697173,1,1
"w","credit_card",21.45,382.3,300000,15.54,"Source Verified","D",155040,1,0,"MORTGAGE",0,12.6115377536383,1,0
"w","debt_consolidation",21.45,303.26,44000,17.43,"Source Verified","D",19041,2,0,"RENT",1,10.6919449129004,1,0
"w","credit_card",13.59,203.88,60000,24.36,"Verified","C",7597,5,0,"RENT",1,11.0020998412042,1,0
"w","major_purchase",7.21,464.6,90000,11.25,"Verified","A",4714,4,0,"RENT",1,11.4075649493124,1,1
"f","debt_consolidation",30.75,1177.68,190000,16.52,"Verified","F",13316,3,0,"RENT",0,12.1547793511426,1,0
"w","debt_consolidation",21.45,546.15,48294,19.04,"Verified","D",14949,0,0,"OWN",1,10.7850626083218,1,0
"w","debt_consolidation",12.62,241.29,55000,32.34,"Not Verified","C",9026,1,0,"MORTGAGE",0,10.9150884642146,0,0
"w","debt_consolidation",12.62,379,68000,27.14,"Verified","C",12266,1,0,"MORTGAGE",1,11.1272629841582,1,0
"w","credit_card",9.93,128.94,95000,12.24,"Source Verified","B",6228,0,1,"MORTGAGE",1,11.4616321705827,1,1
"w","debt_consolidation",7.21,557.52,80000,35.63,"Not Verified","A",6859,2,0,"MORTGAGE",0,11.289781913656,0,1
"w","credit_card",13.59,254.85,40000,25.8,"Verified","C",13300,1,0,"MORTGAGE",0,10.5966347330961,1,0
"f","debt_consolidation",20,148.66,84750,17.29,"Source Verified","D",1344,4,1,"OWN",0,11.3474610252427,1,0
"f","credit_card",23.88,783.4,45790,12.84,"Verified","E",12567,4,1,"OWN",0,10.7318210056511,1,0
"w","home_improvement",7.35,183.9,63400,1.04,"Not Verified","A",1824,0,0,"MORTGAGE",0,11.0572191404253,0,1
"w","debt_consolidation",24.85,1170.54,300000,16.26,"Verified","E",6730,8,0,"MORTGAGE",1,12.6115377536383,1,0
"f","credit_card",7.35,155.19,65000,5.87,"Source Verified","A",2323,2,0,"MORTGAGE",0,11.0821425488778,1,1
"w","credit_card",11.99,222.4,41000,16.98,"Not Verified","B",8189,6,0,"MORTGAGE",1,10.6213273456864,0,1
"w","debt_consolidation",7.97,1096.29,135000,3.92,"Source Verified","A",8159,2,0,"RENT",0,11.8130300574206,1,1
"w","credit_card",9.44,440.43,95000,28.36,"Not Verified","B",23987,0,0,"MORTGAGE",1,11.4616321705827,0,1
"f","small_business",16.02,175.84,23000,5.43,"Source Verified","C",9,2,0,"RENT",1,10.0432494949113,1,0
"w","home_improvement",15.05,693.8,85000,21.88,"Verified","C",19114,1,4,"MORTGAGE",1,11.3504065354725,1,0
"w","major_purchase",6.72,196.8,92000,1.89,"Source Verified","A",1790,1,1,"RENT",0,11.4295438560312,1,1
"w","debt_consolidation",10.42,486.98,84334.9,14.99,"Source Verified","B",10975,0,0,"MORTGAGE",0,11.3425510559441,1,1
"w","debt_consolidation",19.03,622.97,123000,13.86,"Source Verified","D",6528,4,0,"RENT",0,11.7199396343546,1,0
"w","home_improvement",7.97,720.42,240000,16.45,"Source Verified","A",17123,0,0,"MORTGAGE",1,12.3883942023241,1,1
"w","debt_consolidation",17.09,356.98,45000,22.99,"Not Verified","D",6916,1,0,"RENT",0,10.7144177687525,0,0
"w","debt_consolidation",13.59,184.34,102000,31.28,"Source Verified","C",6204,7,0,"MORTGAGE",0,11.5327280922664,1,0
"w","credit_card",9.44,144.03,47235.72,20.96,"Source Verified","B",18941,0,0,"OWN",0,10.7629056650213,1,1
"w","credit_card",12.62,167.56,15528,11.13,"Not Verified","C",3792,1,0,"RENT",0,9.65040012484885,0,0
"w","debt_consolidation",7.21,619.47,145000,28.47,"Not Verified","A",25837,3,0,"MORTGAGE",1,11.8844890214027,0,1
"w","debt_consolidation",15.05,571.59,86000,23.77,"Verified","C",13186,1,0,"MORTGAGE",1,11.3621025752356,1,0
"w","debt_consolidation",7.35,260.72,79000,8.84,"Source Verified","A",1003,7,0,"MORTGAGE",1,11.2772031314492,1,1
"f","home_improvement",9.44,160.03,75000,8.43,"Not Verified","B",951,2,0,"MORTGAGE",0,11.2252433925184,0,1
"w","debt_consolidation",6.08,609.17,41275,4.89,"Not Verified","A",4827,1,0,"MORTGAGE",1,10.6280122687883,0,1
"w","credit_card",5.32,90.35,58000,10.08,"Not Verified","A",7537,0,0,"RENT",1,10.9681982895286,0,1
"w","major_purchase",20,927.29,95513,6.01,"Verified","D",0,3,0,"RENT",1,11.467017642859,1,0
"w","credit_card",19.03,830.63,185000,16.69,"Source Verified","D",34534,0,1,"MORTGAGE",1,12.1281111040605,1,0
"w","home_improvement",6.72,184.5,70000,19.13,"Not Verified","A",2282,0,0,"MORTGAGE",0,11.1562505210315,0,1
"w","major_purchase",14.08,342.17,65000,2.22,"Verified","C",1409,10,0,"MORTGAGE",0,11.0821425488778,1,0
"w","debt_consolidation",12.62,248.15,60000,12.36,"Source Verified","C",8487,5,0,"MORTGAGE",1,11.0020998412042,1,0
"w","debt_consolidation",7.07,432.73,40000,30.78,"Not Verified","A",21363,1,0,"MORTGAGE",1,10.5966347330961,0,1
"w","credit_card",14.08,218.99,50000,29.07,"Not Verified","C",14780,0,0,"MORTGAGE",1,10.8197782844103,0,0
"w","debt_consolidation",10.42,584.37,58000,14.73,"Verified","B",13587,1,0,"RENT",0,10.9681982895286,1,1
"w","debt_consolidation",20,267.58,38000,14.85,"Source Verified","D",1593,1,0,"RENT",0,10.5453414387085,1,0
"f","debt_consolidation",17.09,89.25,36000,16.03,"Not Verified","D",1611,2,1,"RENT",0,10.4912742174382,0,0
"w","debt_consolidation",16.02,351.67,120000,30.75,"Not Verified","C",11691,11,1,"MORTGAGE",1,11.6952470217642,0,0
"f","debt_consolidation",25.82,1205.85,120000,23.5,"Verified","E",22221,7,1,"MORTGAGE",1,11.6952470217642,1,0
"w","debt_consolidation",30.17,784.67,61000,24.22,"Not Verified","F",33643,0,0,"RENT",1,11.0186291431554,0,0
"w","debt_consolidation",21.45,873.83,30000,70.2,"Not Verified","D",15746,3,0,"RENT",1,10.3089526606443,0,0
"w","credit_card",9.93,773.63,120000,20.08,"Source Verified","B",27672,1,0,"RENT",1,11.6952470217642,1,1
"w","debt_consolidation",20,927.29,95000,16.42,"Not Verified","D",15719,1,0,"MORTGAGE",0,11.4616321705827,0,0
"w","debt_consolidation",21.45,955.75,112000,6.54,"Source Verified","D",16749,1,0,"MORTGAGE",1,11.6262541502772,1,0
"w","credit_card",14.08,279.72,40000,11.26,"Not Verified","C",10291,3,0,"RENT",0,10.5966347330961,0,0
"w","debt_consolidation",24.85,321.17,30516,9.71,"Not Verified","E",2590,1,6,"RENT",1,10.3260064152101,0,0
"w","debt_consolidation",18.06,452.29,95000,12.99,"Not Verified","D",10579,2,1,"RENT",0,11.4616321705827,0,0
"w","debt_consolidation",30.17,811.45,354000,20.77,"Verified","F",34858,2,0,"MORTGAGE",0,12.7770521921159,1,0
"w","debt_consolidation",13.59,61.17,44000,5.51,"Source Verified","C",732,8,0,"RENT",0,10.6919449129004,1,0
"w","debt_consolidation",16.02,950.39,200000,15.49,"Not Verified","C",10182,0,0,"MORTGAGE",0,12.2060726455302,0,0
"w","debt_consolidation",14.08,376.39,25000,26.74,"Source Verified","C",10458,1,0,"RENT",1,10.1266311038503,1,0
"w","debt_consolidation",23.88,430.48,44870,40.79,"Verified","E",3514,2,0,"MORTGAGE",0,10.71152469897,1,0
"w","credit_card",25.82,1044.19,100000,28.75,"Verified","E",35931,3,0,"OWN",1,11.5129254649702,1,0
"w","debt_consolidation",12.62,270.71,60000,11.44,"Source Verified","C",6782,0,0,"MORTGAGE",0,11.0020998412042,1,0
"f","credit_card",10.91,163.49,60000,28.86,"Source Verified","B",9629,4,0,"MORTGAGE",0,11.0020998412042,1,1
"w","debt_consolidation",10.42,686.54,78000,21.65,"Not Verified","B",14816,1,0,"OWN",1,11.2644641056717,0,1
"w","debt_consolidation",9.44,320.05,55000,33.46,"Not Verified","B",8257,3,0,"RENT",0,10.9150884642146,0,1
"w","credit_card",11.99,531.36,105000,13.28,"Source Verified","B",9317,1,0,"MORTGAGE",0,11.5617156291397,1,1
"f","credit_card",19.03,916.78,55000,21.32,"Not Verified","D",16770,0,0,"RENT",0,10.9150884642146,0,0
"w","debt_consolidation",18.06,762.79,180000,6.75,"Verified","D",42183,4,0,"OWN",1,12.1007121298723,1,0
"w","debt_consolidation",15.05,476.33,72000,7.05,"Not Verified","C",3309,4,0,"MORTGAGE",1,11.1844213979982,0,0
"w","home_improvement",14.08,171.09,120000,1.84,"Source Verified","C",7774,0,0,"OWN",1,11.6952470217642,1,0
"w","debt_consolidation",24.85,292.64,69600,11.12,"Source Verified","E",2290,1,0,"RENT",1,11.1505198463225,1,0
"w","debt_consolidation",16.02,496.31,62000,23.21,"Not Verified","C",6009,4,0,"OWN",0,11.0348896640272,0,0
"w","debt_consolidation",23.88,717.46,27000,36.67,"Source Verified","E",7166,1,0,"RENT",1,10.2035921449865,1,0
"w","home_improvement",13.59,271.84,90000,23.89,"Not Verified","C",38857,3,1,"MORTGAGE",0,11.4075649493124,0,0
"w","credit_card",20,635.86,44000,25.48,"Verified","D",6677,0,0,"OWN",1,10.6919449129004,1,0
"w","debt_consolidation",23.88,459.18,100000,15.53,"Verified","E",5000,8,0,"MORTGAGE",0,11.5129254649702,1,0
"f","debt_consolidation",22.91,212.65,24000,115.85,"Verified","E",63644,1,1,"OWN",1,10.0858091093301,1,0
"f","debt_consolidation",14.08,335.33,37000,13.2,"Not Verified","C",373,1,0,"RENT",0,10.5186731916264,0,0
"f","debt_consolidation",15.05,795.27,71000,10.95,"Not Verified","C",7414,1,3,"MORTGAGE",0,11.1704351560235,0,0
"w","debt_consolidation",11.99,99.63,18000,17,"Source Verified","B",5473,1,0,"MORTGAGE",0,9.7981270368783,1,1
"w","credit_card",7.07,108.19,51000,15.44,"Not Verified","A",4326,0,0,"RENT",0,10.8395809117065,0,1
"f","credit_card",14.08,342.17,43000,12.57,"Source Verified","C",10771,0,0,"RENT",0,10.6689553946757,1,0
"w","home_improvement",10.42,324.65,165000,4.11,"Not Verified","B",27500,4,0,"MORTGAGE",0,12.0137007528827,0,1
"w","debt_consolidation",6.72,64.58,45000,11.6,"Not Verified","A",659,1,0,"MORTGAGE",0,10.7144177687525,0,1
"w","debt_consolidation",7.21,154.87,69600,8.29,"Not Verified","A",4495,5,0,"MORTGAGE",0,11.1505198463225,0,1
"f","debt_consolidation",23.88,141.02,50000,4.63,"Not Verified","E",3514,1,0,"OWN",1,10.8197782844103,0,0
"w","credit_card",12.62,812.13,90000,23.05,"Source Verified","C",29681,7,0,"RENT",0,11.4075649493124,1,0
"w","home_improvement",15.05,400.12,250000,10.42,"Source Verified","C",9302,4,1,"OWN",1,12.4292161968444,1,0
"w","home_improvement",7.35,465.57,48000,26.4,"Verified","A",2583,0,0,"MORTGAGE",0,10.77895628989,1,1
"w","debt_consolidation",16.02,243.29,80000,18.15,"Source Verified","C",19206,3,0,"OWN",1,11.289781913656,1,0
"f","debt_consolidation",13.59,407.75,65000,17.49,"Not Verified","C",22889,1,0,"OWN",0,11.0821425488778,0,0
"w","debt_consolidation",10.91,1307.85,209000,3.88,"Verified","B",4616,3,0,"RENT",1,12.2500895309469,1,1
"w","debt_consolidation",28.72,353.61,47000,11.13,"Verified","F",197,4,0,"MORTGAGE",1,10.7579028806922,1,0
"w","credit_card",17.09,142.8,86246,27.27,"Verified","D",39994,2,0,"MORTGAGE",0,11.3649589570066,1,0
"w","debt_consolidation",12.62,134.05,95000,16.75,"Not Verified","C",27735,3,0,"MORTGAGE",0,11.4616321705827,0,0
"f","credit_card",7.21,464.6,80000,30.68,"Not Verified","A",17613,3,0,"OWN",0,11.289781913656,0,1
"w","home_improvement",9.44,734.04,176000,1.56,"Not Verified","B",6788,2,0,"MORTGAGE",0,12.0782392740203,0,1
"f","debt_consolidation",10.42,324.65,65000,20.27,"Source Verified","B",15992,2,0,"RENT",0,11.0821425488778,1,1
"f","home_improvement",13.59,169.9,65000,13.35,"Source Verified","C",3526,4,0,"OWN",1,11.0821425488778,1,0
"f","debt_consolidation",26.3,396.06,69000,1.22,"Source Verified","E",1938,0,0,"RENT",0,11.1418617835794,1,0
"w","debt_consolidation",21.45,955.75,80000,16.2,"Source Verified","D",31315,1,0,"RENT",0,11.289781913656,1,0
"w","debt_consolidation",15.05,404.88,68496.2,10.95,"Source Verified","C",4976,2,0,"MORTGAGE",1,11.134533548259,1,0
"w","debt_consolidation",30.17,584.25,65000,9.12,"Source Verified","F",12966,0,0,"MORTGAGE",0,11.0821425488778,1,0
"w","debt_consolidation",15.05,728.49,75000,18.24,"Not Verified","C",77452,1,0,"MORTGAGE",0,11.2252433925184,0,0
"w","credit_card",6.08,304.59,50000,20.02,"Source Verified","A",4512,1,0,"MORTGAGE",0,10.8197782844103,1,1
"w","credit_card",7.35,620.75,145000,21.33,"Not Verified","A",7611,2,1,"MORTGAGE",1,11.8844890214027,0,1
"w","debt_consolidation",14.08,171.09,54000,22.2,"Verified","C",18036,1,0,"OWN",1,10.8967393255464,1,0
"w","debt_consolidation",16.02,351.67,60000,8.74,"Not Verified","C",0,8,1,"MORTGAGE",0,11.0020998412042,0,0
"w","debt_consolidation",5.32,301.15,100000,8.7,"Source Verified","A",8385,3,0,"MORTGAGE",0,11.5129254649702,1,1
