customer_id,city,gender,senior_citizen,dependents,tenure_months,phone_service,internet_service,contract,monthly_charges,total_charges,churn_label,cltv
5777-KJIRB,Weimar,Female,No,No,40,Single Line,DSL,One year,50.25,2023.55,No,2449
7677-SJJJK,Granite Bay,Male,No,No,8,Single Line,No,One year,19.9,153.95,No,3152
2480-EJWYP,Roseville,Female,Yes,No,58,Multiple Lines,Fiber optic,One year,119.77712672790771,5458.8,No,6019
3253-HKOKL,Elk Grove,Female,No,Yes,52,Single Line,Fiber optic,One year,91.26605697752731,5244.45,No,4811
7055-HNEOJ,El Dorado Hills,Male,No,No,3,Single Line,DSL,Month-to-month,55.8,154.55,No,2662
5514-YQENT,Rocklin,Male,No,Yes,41,Single Line,Fiber optic,Two year,90.65611071959886,4507.15,No,5038
3211-AAPKX,Woodland,Male,No,No,20,Multiple Lines,Fiber optic,Month-to-month,95.77182120176546,2031.95,No,3300
8445-DNBAE,Sacramento,Male,No,Yes,1,Multiple Lines,DSL,Month-to-month,50.05,50.05,No,5523
2958-NHPPS,Sacramento,Male,No,No,23,Single Line,No,Month-to-month,20.85,473.9,No,4263
6806-YDEUL,Sacramento,Female,Yes,No,6,Single Line,No,Month-to-month,19.5,106.8,No,3288
1735-XMJVH,Sacramento,Male,No,Yes,8,Single Line,No,Month-to-month,19.35,152.6,No,5416
6890-PFRQX,Sacramento,Male,No,No,18,Multiple Lines,DSL,Month-to-month,69.5,1199.4,No,4466
0222-CNVPT,Sacramento,Male,Yes,No,52,No,DSL,Month-to-month,48.8,2555.05,No,4865
5899-OUVKV,Sacramento,Male,No,No,31,Single Line,Fiber optic,Month-to-month,96.936112481316,2979.2,No,3949
8681-ICONS,Sacramento,Male,No,Yes,29,Single Line,No,Month-to-month,20.65,654.85,No,4667
1621-YNCJH,Sacramento,Female,No,No,36,Multiple Lines,Fiber optic,Two year,85.00736049293167,3834.4,No,4505
6362-QHAFM,Sacramento,Male,No,No,42,Multiple Lines,Fiber optic,One year,87.47507235553584,4586.15,No,5106
3070-BDOQC,Sacramento,Female,No,No,60,Single Line,Fiber optic,Two year,103.75154759519802,5941.05,No,4616
6234-PFPXL,Sacramento,Male,No,No,22,Multiple Lines,Fiber optic,Month-to-month,87.29799762380576,2234.95,No,3207
9824-QCJPK,Sacramento,Male,No,No,36,Single Line,No,One year,20.0,666.75,No,4175
4283-IVYCI,Sacramento,Male,No,No,9,Single Line,DSL,Month-to-month,64.95,547.8,No,3013
1866-OBPNR,Sacramento,Male,No,Yes,1,Single Line,Fiber optic,Month-to-month,92.12618015473323,74.6,No,5494
8205-MQUGY,Sacramento,Male,No,Yes,12,Single Line,DSL,Month-to-month,49.2,571.15,No,3582
8970-ANWXO,Sacramento,Female,No,No,23,Multiple Lines,DSL,One year,73.75,1756.6,No,3483
9480-BQJEI,Sacramento,Male,No,No,62,Multiple Lines,Fiber optic,One year,100.66167902907512,5731.45,No,6468
6979-TNDEU,Sacramento,Female,No,No,8,Single Line,No,Month-to-month,19.2,156.85,No,2879
9777-WJJPR,Sacramento,Male,No,No,31,Multiple Lines,Fiber optic,Month-to-month,87.74763073579068,2683.2,No,4821
9495-SKLKD,Marysville,Male,No,Yes,45,Multiple Lines,Fiber optic,Month-to-month,80.45830924931765,4456.65,No,5322
6048-UWKAL,Beale Afb,Female,Yes,No,69,Multiple Lines,Fiber optic,Two year,85.79343539989918,6998.95,No,5467
5067-DGXLL,Alleghany,Male,No,No,2,Single Line,No,Month-to-month,20.25,36.8,No,5736
6281-FKEWS,Berry Creek,Female,No,No,44,No,DSL,One year,49.05,2265.0,No,3910
8898-KASCD,Biggs,Male,No,No,39,No,DSL,One year,35.55,1309.15,No,3752
9242-TKFSV,Browns Valley,Male,No,No,72,No,DSL,Two year,65.1,4754.3,No,4969
9290-SHCMB,Brownsville,Female,Yes,No,13,Single Line,Fiber optic,Month-to-month,107.60377819510308,1235.55,No,3098
0743-HNPFG,Butte City,Female,No,No,51,Single Line,DSL,One year,69.75,3562.5,No,5628
2277-BKJKN,Camptonville,Female,Yes,No,71,Single Line,Fiber optic,Two year,101.26904986034508,7213.75,No,4951
5035-PGZXH,Chico,Female,No,No,56,Multiple Lines,Fiber optic,One year,94.29469621844694,5914.4,No,6161
8695-WDYEA,Chico,Male,No,No,1,Single Line,DSL,Month-to-month,51.25,51.25,No,4483
6543-JXSOO,Clipper Mills,Female,No,No,23,Single Line,DSL,One year,57.75,1282.85,No,3794
8016-ZMGMO,Colusa,Female,Yes,No,66,Multiple Lines,DSL,One year,70.85,4738.85,No,5572
8605-ITULD,Crescent Mills,Female,No,No,1,Single Line,No,Month-to-month,19.55,19.55,No,5750
6416-YJTTB,Downieville,Male,No,No,11,Single Line,Fiber optic,Month-to-month,84.6528514729683,795.65,No,2278
4472-VESGY,Durham,Female,No,Yes,52,Multiple Lines,Fiber optic,Month-to-month,87.29411872352995,4993.4,No,5123
3195-TQDZX,Elk Creek,Male,No,No,3,Single Line,No,Month-to-month,20.25,61.45,No,4050
3128-YOVTD,Forbestown,Female,No,Yes,51,Single Line,Fiber optic,Month-to-month,83.26391249533644,4018.55,No,6321
1728-CXQBE,Glenn,Male,Yes,No,64,Multiple Lines,Fiber optic,Month-to-month,82.00360439501429,6081.4,No,6020
7041-TXQJH,Goodyears Bar,Female,No,No,37,No,DSL,Month-to-month,40.2,1478.85,No,5924
5014-GSOUQ,Grass Valley,Male,No,No,13,Single Line,No,Two year,19.95,243.65,No,2884
5724-BIDBU,Penn Valley,Male,No,No,49,Multiple Lines,DSL,One year,55.35,2633.95,No,5601
0481-SUMCB,Greenville,Female,Yes,No,45,Multiple Lines,Fiber optic,One year,90.57776351634185,4735.35,No,5391
1769-GRUIK,Gridley,Female,No,No,18,Single Line,Fiber optic,Month-to-month,97.48877330978841,1247.75,No,4911
8819-WFGGJ,Grimes,Male,No,No,68,No,DSL,Two year,54.1,3794.5,No,4601
7427-AUFPY,Hamilton City,Male,No,No,54,Single Line,No,Two year,19.65,1008.7,No,5708
2811-POVEX,Live Oak,Female,Yes,Yes,23,Single Line,Fiber optic,Month-to-month,100.20690261199658,2130.55,No,3937
7898-PDWQE,Maxwell,Male,No,No,71,Multiple Lines,DSL,Two year,80.4,5727.15,No,5228
9972-EWRJS,Meadow Valley,Female,No,Yes,67,Single Line,No,Two year,19.25,1372.9,No,5154
9314-IJWSQ,Meridian,Female,No,Yes,14,Multiple Lines,Fiber optic,Month-to-month,87.82837514379796,1203.9,No,2452
5799-JRCZO,North San Juan,Female,No,Yes,63,Single Line,No,Two year,19.5,1215.1,No,4370
1921-KYSAY,Olivehurst,Female,No,No,41,Multiple Lines,DSL,One year,68.6,2877.05,No,4572
6198-RTPMF,Oregon House,Female,No,No,17,Multiple Lines,Fiber optic,Month-to-month,106.1779104750816,1579.7,No,4756
2924-KHUVI,Orland,Male,No,No,56,Multiple Lines,Fiber optic,One year,61.18949062952768,5514.95,No,4847
1925-GMVBW,Oroville,Female,No,No,5,Single Line,No,Month-to-month,20.55,96.1,No,5967
6184-DYUOB,Palermo,Female,No,No,3,Single Line,No,Month-to-month,19.6,55.25,No,2941
9207-ZPANB,Paradise,Male,No,No,37,Multiple Lines,DSL,One year,67.45,2443.3,No,5042
9327-QSDED,Quincy,Male,No,No,8,Single Line,DSL,Month-to-month,43.55,335.4,No,3266
1656-DRSMG,Chico,Female,No,No,63,Multiple Lines,Fiber optic,Month-to-month,86.08711458425093,7002.95,No,5775
3012-VFFMN,Richvale,Female,No,Yes,7,Single Line,No,Month-to-month,20.65,158.95,No,4058
2984-AFWNC,Rough And Ready,Female,No,No,3,Single Line,Fiber optic,Month-to-month,95.62739411734857,293.15,No,2813
0640-YJTPY,Smartville,Male,No,Yes,72,Single Line,No,Two year,21.0,1493.75,No,4974
8096-LOIST,Stirling City,Female,No,No,19,Single Line,DSL,Month-to-month,56.2,1093.4,No,3384
9764-REAFF,Stonyford,Female,No,No,59,Single Line,No,Two year,18.4,1057.85,No,4375
7107-UBYKY,Sutter,Female,No,Yes,35,Multiple Lines,No,Month-to-month,25.75,882.55,No,4194
4881-GQJTW,Taylorsville,Male,No,No,14,Single Line,No,Month-to-month,19.6,300.4,No,2847
7876-DNYAP,Washington,Female,No,Yes,69,Single Line,No,Two year,19.8,1436.95,No,5423
7905-NJMXS,Williams,Male,Yes,No,7,Multiple Lines,DSL,Month-to-month,64.2,475.0,No,5116
2882-WDTBA,Willows,Male,No,No,69,Single Line,DSL,Two year,75.75,5388.15,No,5839
2091-GPPIQ,Yuba City,Female,No,No,72,Multiple Lines,DSL,Two year,78.95,5730.15,No,5050
5071-FBJFS,Redding,Female,No,Yes,4,Single Line,DSL,Month-to-month,50.3,217.1,No,3147
2796-UUZZO,Redding,Male,No,Yes,63,Single Line,Fiber optic,Month-to-month,91.37194482737831,4896.35,No,5157
2429-AYKKO,Redding,Male,No,No,72,Single Line,No,Two year,19.85,1434.1,No,4790
9798-OPFEM,Adin,Female,No,No,46,Single Line,No,Two year,21.1,937.1,No,4791
3794-NFNCH,Bella Vista,Male,No,No,30,Single Line,DSL,Month-to-month,50.0,1474.9,No,4715
5193-QLVZB,Bieber,Male,No,No,63,Multiple Lines,Fiber optic,Two year,107.36773883364283,6536.5,No,5882
7114-AEOZE,Big Bar,Female,No,No,60,Single Line,No,Two year,19.85,1128.1,No,6213
5522-NYKPB,Burney,Male,No,Yes,25,Single Line,Fiber optic,Month-to-month,93.56277043620946,2199.05,No,3153
9957-YODKZ,Canby,Male,Yes,No,6,Multiple Lines,Fiber optic,Month-to-month,97.8654622018891,457.1,No,5611
6518-KZXCB,Cassel,Male,No,No,22,Multiple Lines,No,Two year,25.25,566.5,No,3403
2245-ADZFJ,Castella,Female,No,No,31,Multiple Lines,DSL,Two year,80.55,2471.6,No,3491
7776-QGYJC,Shasta Lake,Female,No,Yes,39,Single Line,Fiber optic,Month-to-month,90.91630727148367,3107.3,No,2042
9313-QOLTZ,Chester,Male,No,No,26,Single Line,No,Month-to-month,20.9,518.3,No,5895
4672-FOTSD,Dorris,Male,No,No,12,Multiple Lines,DSL,Month-to-month,67.25,832.3,No,4334
9818-XQCUV,Dunsmuir,Female,No,No,2,Single Line,No,Month-to-month,20.35,45.3,No,5994
7338-ERIVA,Etna,Male,No,No,39,No,DSL,One year,45.05,1790.6,No,4003
8259-NFJTV,Flournoy,Female,No,Yes,7,No,DSL,Month-to-month,34.65,246.6,No,5996
3223-DWFIO,Forks Of Salmon,Male,Yes,No,4,Single Line,Fiber optic,Month-to-month,100.16470207414972,261.65,No,4140
6968-GMKPR,French Gulch,Female,No,No,55,Single Line,Fiber optic,Month-to-month,103.17230696052492,4509.5,No,5167
4751-ERMAN,Gazelle,Male,No,No,72,Single Line,DSL,Two year,75.4,5480.25,No,4171
1436-ZMJAN,Gerber,Female,No,No,10,Single Line,DSL,Month-to-month,67.8,653.15,No,2709
3292-PBZEJ,Greenview,Male,Yes,No,11,Multiple Lines,Fiber optic,Month-to-month,82.88585526858816,1183.05,No,3175
0799-DDIHE,Grenada,Female,No,Yes,15,Single Line,DSL,Month-to-month,46.3,639.45,No,3103
3070-FNFZQ,Happy Camp,Female,No,Yes,23,Single Line,No,Two year,20.4,478.75,No,4698
2812-SFXMJ,Hat Creek,Male,No,Yes,1,Single Line,No,Month-to-month,20.05,20.05,No,4221
5014-WUQMG,Hornbrook,Male,No,Yes,47,Single Line,Fiber optic,One year,88.23470955071457,4391.45,No,5793
5312-TSZVC,Hyampom,Female,No,No,15,Single Line,No,One year,19.65,270.6,No,4818
0993-OSGPT,Junction City,Female,Yes,No,68,Single Line,DSL,One year,60.65,3975.9,No,6418
7108-DGVUU,Lookout,Female,Yes,No,21,Multiple Lines,DSL,One year,71.7,1497.05,No,2784
2782-JEEBU,Los Molinos,Male,No,No,21,No,DSL,Month-to-month,36.0,780.15,No,3378
5127-BZENZ,Mcarthur,Female,No,No,56,Multiple Lines,DSL,One year,65.2,3512.15,No,4775
2720-FVBQP,Mccloud,Female,No,Yes,6,Multiple Lines,DSL,Month-to-month,48.95,273.25,No,3061
9906-NHHVC,Macdoel,Female,Yes,No,65,No,DSL,Two year,53.5,3517.9,No,5693
4522-XRWWI,Manton,Male,No,No,42,Multiple Lines,DSL,One year,80.45,3375.9,No,4397
3766-EJLFL,Mill Creek,Female,No,Yes,68,Multiple Lines,Fiber optic,Two year,77.53735421393417,7508.55,No,6391
5939-SXWHM,Millville,Male,No,Yes,48,Multiple Lines,No,Two year,26.3,1245.05,No,2111
8152-UOBNY,Mineral,Female,Yes,No,50,Multiple Lines,Fiber optic,One year,96.65660246539431,5347.95,No,5746
7351-KYHQH,Montague,Female,Yes,No,7,Single Line,DSL,Month-to-month,64.95,493.65,No,4615
7643-RCHXS,Montgomery Creek,Female,No,Yes,63,Single Line,No,Two year,19.35,1263.85,No,4566
8246-SHFGA,Mount Shasta,Male,No,No,17,Single Line,No,Month-to-month,21.1,385.55,No,2842
0620-XEFWH,Oak Run,Male,No,Yes,4,Single Line,No,Month-to-month,18.85,84.2,No,5279
6485-QXWWE,Old Station,Female,No,Yes,62,Multiple Lines,No,Two year,26.0,1638.7,No,4535
7321-VGNKU,Paskenta,Female,No,No,2,Single Line,Fiber optic,Month-to-month,80.97379323290986,120.25,No,4917
5327-CNLUQ,Paynes Creek,Male,No,No,48,Multiple Lines,Fiber optic,Two year,82.18232979320786,4473.45,No,2613
7552-KEYGT,Platina,Male,No,No,27,Single Line,No,Two year,19.55,520.55,No,4430
5816-JMLGY,Red Bluff,Female,No,No,70,Single Line,DSL,Two year,80.4,5717.85,No,6367
2927-QRRQV,Scott Bar,Male,No,No,46,Multiple Lines,Fiber optic,One year,93.50240820618569,4312.5,No,4120
6265-SXWBU,Shingletown,Male,No,Yes,69,Multiple Lines,Fiber optic,One year,83.51487619017765,6511.25,No,5561
7941-RCJOW,Tehama,Male,No,No,65,Single Line,No,Two year,19.55,1218.65,No,4309
6374-NTQLP,Trinity Center,Male,Yes,Yes,72,Single Line,Fiber optic,Two year,100.2403171887712,7447.7,No,5092
2387-KDZQY,Weaverville,Male,No,No,17,Single Line,No,One year,20.1,279.5,No,2185
3584-WKTTW,Weed,Male,No,No,51,Multiple Lines,Fiber optic,One year,82.26358302211815,5720.35,No,4053
3399-BMLVW,Whitmore,Male,No,No,51,Single Line,DSL,Two year,60.5,3121.45,No,4994
1971-DTCZB,Yreka,Female,No,No,72,Multiple Lines,DSL,Two year,90.95,6468.6,No,6091
3374-PZLXD,Blairsden Graeagle,Male,No,No,34,Single Line,No,Month-to-month,19.7,675.6,No,4136
3813-DHBBB,Cedarville,Male,No,No,67,No,DSL,Two year,50.95,3521.7,No,6395
2812-REYAT,Chilcoot,Female,No,No,49,Single Line,No,One year,20.05,923.1,No,5579
6518-PPLMZ,Clio,Male,No,Yes,53,Single Line,No,Two year,19.4,1110.35,No,4497
4939-KYYPY,Coleville,Male,No,No,27,Multiple Lines,DSL,Month-to-month,59.45,1611.65,No,4818
5930-GBIWP,Doyle,Male,No,No,69,Multiple Lines,DSL,Two year,81.5,5553.25,No,5286
6022-KOUQO,Eagleville,Female,No,Yes,2,No,DSL,Month-to-month,29.05,44.75,No,4998
2361-UPSND,Herlong,Female,No,No,46,Single Line,DSL,One year,70.6,3231.05,No,5433
6035-RIIOM,Janesville,Female,No,No,54,Multiple Lines,Fiber optic,Two year,86.58999051994586,5129.45,No,4971
9504-DSHWM,Litchfield,Male,No,No,20,Multiple Lines,DSL,Month-to-month,59.2,1191.2,No,5924
5035-BVCXS,Loyalton,Male,No,No,11,Single Line,Fiber optic,Month-to-month,100.30615930974052,866.4,No,4278
6267-DCFFZ,Madeline,Female,Yes,No,30,Multiple Lines,Fiber optic,Month-to-month,83.58319917632541,2627.2,No,3792
3533-UVMOM,Markleeville,Male,No,No,68,Single Line,DSL,Two year,70.95,4741.45,No,5036
2439-LYPMQ,Milford,Male,Yes,No,38,Multiple Lines,Fiber optic,Month-to-month,81.20813780946122,4009.2,No,5469
1478-VPOAD,Calpine,Female,No,No,1,Single Line,DSL,Month-to-month,43.8,43.8,No,4633
9995-HOTOH,Sierra City,Male,No,No,63,No,DSL,Two year,59.0,3707.6,No,5639
2988-PLAHS,Sierraville,Female,No,No,3,Single Line,DSL,One year,69.95,220.45,No,2754
1371-OJCEK,Standish,Female,No,No,48,Multiple Lines,No,One year,24.35,1133.7,No,4200
4999-IEZLT,Susanville,Male,No,No,66,No,DSL,One year,29.45,1983.15,No,5112
8883-ANODQ,Termo,Female,No,Yes,68,Multiple Lines,Fiber optic,Two year,81.3849366774103,5746.75,No,5045
2351-RRBUE,Tulelake,Female,No,No,7,Single Line,No,One year,20.65,134.05,No,3575
5980-BDHPY,Wendel,Male,No,No,72,Multiple Lines,DSL,Two year,87.1,6230.1,No,5993
1498-DQNRX,Westwood,Female,No,No,29,Single Line,No,Month-to-month,19.85,573.05,No,2712
9469-WEJBT,Carnelian Bay,Male,No,No,37,Single Line,Fiber optic,Month-to-month,89.97067793592683,3419.3,No,3347
2581-VKIRT,Kings Beach,Female,No,No,59,Multiple Lines,DSL,One year,65.5,3801.3,No,5631
7426-WEIJX,Olympic Valley,Male,Yes,Yes,60,Multiple Lines,Fiber optic,Month-to-month,102.82493510740363,4859.1,No,6214
2851-MMUTZ,Tahoe Vista,Female,No,No,27,Single Line,DSL,Month-to-month,56.15,1439.35,No,3056
3307-TLCUD,Los Angeles,Male,No,No,17,No,DSL,Month-to-month,34.4,592.75,No,4207
6625-FLENO,Los Angeles,Male,No,No,58,Single Line,No,Two year,20.75,1185.95,No,4927
2967-MXRAV,Los Angeles,Male,No,No,1,Single Line,No,One year,18.8,18.8,No,5160
8189-HBVRW,Los Angeles,Female,No,No,53,Multiple Lines,Fiber optic,Month-to-month,91.11360292497352,4921.2,No,5249
4163-KIUHY,Los Angeles,Male,No,No,35,Multiple Lines,No,Month-to-month,25.6,901.25,No,2980
3500-NSDOA,Los Angeles,Male,No,No,68,Multiple Lines,DSL,Two year,70.8,4859.95,No,5540
1171-TYKUR,Los Angeles,Male,No,No,47,Multiple Lines,No,Month-to-month,25.4,1139.2,No,3159
3761-FLYZI,Los Angeles,Female,Yes,No,65,Multiple Lines,Fiber optic,Month-to-month,97.62197446413025,7082.45,No,5225
1219-NNDDO,Los Angeles,Female,No,No,9,Multiple Lines,Fiber optic,Month-to-month,99.62426181344145,663.55,No,4834
8388-DMKAE,Los Angeles,Female,No,No,8,Single Line,No,Two year,20.25,174.65,No,2653
4403-BWPAY,Los Angeles,Male,No,No,14,Multiple Lines,No,One year,24.8,321.7,No,4527
9659-QEQSY,Los Angeles,Female,No,No,45,Multiple Lines,Fiber optic,Month-to-month,82.79013923181972,5125.5,No,3974
5405-ZMYXQ,Los Angeles,Female,No,No,8,Multiple Lines,Fiber optic,Month-to-month,101.73049022113327,548.9,No,2142
1442-OKRJE,Los Angeles,Male,No,Yes,66,Single Line,Fiber optic,One year,95.00161605142337,7031.3,No,4663
4737-AQCPU,Los Angeles,Male,No,No,72,Multiple Lines,DSL,Two year,72.1,5016.65,No,4658
2808-CHTDM,Los Angeles,Female,No,Yes,23,Multiple Lines,No,Two year,25.1,611.45,No,2267
0793-TWELN,Los Angeles,Female,No,No,4,Multiple Lines,Fiber optic,Month-to-month,94.8515849379031,319.85,No,2841
3283-WCWXT,Los Angeles,Male,No,Yes,6,Multiple Lines,No,Two year,25.4,153.3,No,2882
1060-ENTOF,Los Angeles,Female,Yes,No,67,Multiple Lines,Fiber optic,One year,70.9743965096688,7035.6,No,5703
0999-QXNSA,Los Angeles,Male,Yes,Yes,7,Single Line,DSL,Month-to-month,45.75,344.2,No,3779
5451-MHQOF,Los Angeles,Male,No,No,56,Multiple Lines,No,One year,24.45,1431.65,No,5623
4836-WNFNO,Los Angeles,Female,No,No,72,Multiple Lines,No,Two year,25.0,1849.2,No,6126
9225-BZLNZ,Los Angeles,Male,No,No,72,Multiple Lines,DSL,Two year,85.25,6083.1,No,6275
0354-VXMJC,Los Angeles,Male,No,Yes,23,Single Line,No,Two year,19.6,426.65,No,4617
4422-QVIJA,Los Angeles,Female,No,Yes,35,Multiple Lines,DSL,Month-to-month,50.15,1655.35,No,5879
9365-SRSZE,Los Angeles,Male,Yes,No,27,Single Line,Fiber optic,Month-to-month,76.38058761126678,1943.9,No,2534
8332-OSJDW,Los Angeles,Male,No,No,12,Multiple Lines,No,One year,26.4,314.95,No,3277
4735-BJKOU,Los Angeles,Female,No,No,40,Single Line,No,Two year,20.15,804.85,No,3915
0274-JKUJR,Los Angeles,Male,No,Yes,7,No,DSL,Month-to-month,58.85,465.7,No,3332
5740-YHGTW,Los Angeles,Male,No,Yes,70,Multiple Lines,Fiber optic,Month-to-month,82.90685254525053,6669.05,No,4551
8917-SZTTJ,Los Angeles,Male,No,Yes,60,Single Line,No,Two year,19.65,1161.75,No,6315
1696-MZVAU,Los Angeles,Male,No,No,39,No,DSL,One year,25.25,947.75,No,4259
7359-WWYJV,Los Angeles,Male,No,No,72,Multiple Lines,Fiber optic,Two year,77.49044046071351,8375.05,No,6274
4906-ZHGPK,Los Angeles,Male,No,No,54,Multiple Lines,DSL,One year,70.7,3770.0,No,5276
3795-GWTRD,Los Angeles,Female,No,No,63,Single Line,DSL,Two year,75.55,4707.85,No,4626
1298-PHBTI,Los Angeles,Male,No,Yes,71,Multiple Lines,Fiber optic,Two year,86.96214435733827,6152.4,No,5952
6223-DHJGV,Los Angeles,Female,No,No,42,Single Line,No,One year,20.65,958.1,No,5956
6961-MJKBO,Los Angeles,Male,No,No,47,Single Line,No,Two year,20.45,943.0,No,4342
8158-WPEZG,Los Angeles,Male,No,No,11,No,DSL,Month-to-month,35.65,425.1,No,4986
4918-FYJNT,Los Angeles,Female,Yes,No,55,Multiple Lines,Fiber optic,Month-to-month,104.70071883238234,5044.8,No,5140
0727-BNRLG,Los Angeles,Male,No,No,69,Multiple Lines,Fiber optic,Two year,95.060989430467,6743.55,No,5709
4854-CIDCF,Los Angeles,Female,Yes,No,3,Single Line,Fiber optic,Month-to-month,86.61658847649065,196.4,No,2868
3280-MRDOF,Los Angeles,Male,Yes,No,30,Multiple Lines,DSL,Two year,69.1,2093.9,No,3415
6435-SRWBJ,Los Angeles,Female,No,No,5,Multiple Lines,Fiber optic,Month-to-month,90.4324541922488,417.75,No,5269
9964-WBQDJ,West Hollywood,Female,No,No,71,Multiple Lines,No,Two year,24.4,1725.4,No,4412
6303-KFWSL,Los Angeles,Female,No,No,29,Multiple Lines,DSL,One year,55.25,1620.2,No,5481
1702-CCFNJ,Los Angeles,Male,No,No,52,Multiple Lines,DSL,Month-to-month,61.35,3169.55,No,4729
8932-CZHRQ,Bell,Male,No,No,68,Multiple Lines,DSL,One year,76.75,5233.25,No,5395
0386-CWRGM,Beverly Hills,Female,No,Yes,46,Single Line,No,Two year,19.4,967.85,No,2320
5515-RUGKN,Beverly Hills,Male,No,No,8,Single Line,DSL,Month-to-month,54.75,438.05,No,5317
0404-AHASP,Beverly Hills,Male,No,No,72,Single Line,No,Two year,19.7,1421.9,No,6436
7279-NMVJC,Compton,Female,No,No,17,Single Line,No,One year,19.9,323.15,No,2093
2081-VEYEH,Compton,Male,No,No,3,Single Line,Fiber optic,Month-to-month,92.12813869595125,318.6,No,5653
6407-UTSLV,Compton,Female,Yes,No,2,Single Line,Fiber optic,Month-to-month,100.54454054916387,163.7,No,2885
9060-HJJRW,Culver City,Female,No,No,51,No,DSL,One year,56.4,2928.5,No,4380
2587-YNLES,Downey,Female,No,Yes,6,Single Line,No,Two year,20.1,100.35,No,5874
7398-SKNQZ,Downey,Female,No,No,3,Multiple Lines,Fiber optic,Month-to-month,102.56563155218477,273.2,No,2330
5935-FCCNB,Downey,Female,Yes,No,17,Multiple Lines,Fiber optic,Month-to-month,84.96779709268927,1608.15,No,4425
1958-RNRKS,El Segundo,Male,No,No,30,Multiple Lines,DSL,Month-to-month,49.9,1441.95,No,3712
5136-RGMZO,Gardena,Male,No,No,31,Multiple Lines,DSL,Month-to-month,71.05,2168.15,No,4443
8345-MVDYC,Gardena,Female,No,No,45,Single Line,DSL,Two year,81.65,3618.7,No,5937
8226-BXGES,Gardena,Male,No,No,64,Multiple Lines,Fiber optic,One year,114.63601508867148,5692.65,No,5519
9705-IOVQQ,Huntington Park,Male,Yes,Yes,61,Multiple Lines,Fiber optic,One year,83.61137898537412,5969.3,No,5177
1015-OWJKI,Lawndale,Male,No,No,1,Single Line,No,Month-to-month,19.05,19.05,No,5279
2040-XBAVJ,Malibu,Male,No,Yes,72,Multiple Lines,Fiber optic,Two year,71.63553744952597,8100.55,No,4700
8887-IPQNC,Manhattan Beach,Female,No,No,7,Single Line,DSL,Month-to-month,44.25,313.45,No,5014
8646-JCOMS,Maywood,Female,No,No,66,Multiple Lines,Fiber optic,One year,101.35201522254631,6130.95,No,4958
1222-KJNZD,Palos Verdes Peninsula,Male,No,Yes,40,Single Line,No,Month-to-month,20.4,745.3,No,5918
0106-GHRQR,Rancho Palos Verdes,Male,No,No,16,Multiple Lines,DSL,Month-to-month,71.4,1212.1,No,3360
3768-VHXQO,Redondo Beach,Male,No,No,67,Multiple Lines,No,Two year,24.85,1583.5,No,4833
8952-WCVCD,South Gate,Female,No,No,41,Single Line,Fiber optic,One year,94.61162206057598,4162.05,No,2719
2418-TPEUN,Topanga,Female,No,Yes,56,Single Line,No,Two year,19.8,1119.9,No,4681
3963-RYFNS,Venice,Female,No,No,72,Multiple Lines,Fiber optic,Two year,91.20276306163845,8013.55,No,5567
8540-ZQGEA,Playa Del Rey,Female,No,No,54,Single Line,No,Two year,20.05,1102.4,No,4212
1320-REHCS,Inglewood,Male,Yes,No,52,Multiple Lines,Fiber optic,Month-to-month,87.99967250403785,5832.0,No,4993
4137-JOPHL,Inglewood,Female,No,No,50,Single Line,Fiber optic,Two year,76.80806562425283,4304.5,No,5306
7801-CEDNV,Inglewood,Male,No,No,27,Single Line,DSL,One year,48.7,1421.75,No,3560
2057-BOYKM,Inglewood,Female,Yes,No,72,Multiple Lines,Fiber optic,Two year,82.6373673935992,6827.5,No,5153
3658-QQJYD,Santa Monica,Male,No,No,62,Single Line,DSL,One year,74.3,4698.05,No,5974
1803-BGNBD,Santa Monica,Female,No,No,12,Single Line,DSL,Month-to-month,54.3,654.5,No,3854
0134-XWXCE,Santa Monica,Female,Yes,No,44,Single Line,DSL,One year,74.85,3268.05,No,3253
6950-TWMYB,Santa Monica,Male,No,Yes,54,Single Line,Fiber optic,Two year,75.04347382648483,4362.05,No,4387
5848-FHRFC,Santa Monica,Female,No,No,68,Single Line,No,Two year,20.05,1386.9,No,5740
2243-FNMMI,Torrance,Male,No,No,20,Single Line,No,Month-to-month,19.4,415.4,No,4958
2511-MORQY,Torrance,Male,No,No,50,Multiple Lines,DSL,One year,54.9,2614.1,No,4322
5356-KZCKT,Torrance,Male,No,No,58,Multiple Lines,No,Two year,24.45,1513.6,No,6490
9470-XCCEM,Torrance,Male,No,Yes,35,Multiple Lines,Fiber optic,Month-to-month,80.57919203246537,3161.6,No,2622
6519-CFDBX,Torrance,Female,No,No,2,Single Line,DSL,Month-to-month,45.4,80.95,No,4964
3902-MIVLE,Whittier,Male,No,No,63,Multiple Lines,DSL,Two year,75.7,4676.7,No,5113
0409-WTMPL,Whittier,Female,No,No,58,Multiple Lines,Fiber optic,One year,98.89718474660175,6526.65,No,4761
8763-KIAFH,Whittier,Female,No,No,27,Single Line,No,One year,20.55,583.3,No,2269
3669-WHAFY,Whittier,Female,No,No,71,Multiple Lines,Fiber optic,Two year,98.58616445000915,8078.1,No,4144
3055-VTCGS,Whittier,Female,No,No,63,Single Line,DSL,One year,58.55,3503.5,No,6312
